StudentID,StudentName,Grade,Email,AssessmentID,Subject,TotalMarks,QuestionID,CorrectAnswer,ResultID,MarksObtained,Percentage,AttemptDate,TeacherName,AttendanceStatus
STU003546,Judith Williamson,Class 6,abc@gmail.com,ASM00547,Chemistry,150,Q003546,C,RES003546,123,82.0,2024-09-25,Ms. Patel,Excused
STU003548,Jack Keenan,Class 7,jack.keenan565@school.edu,ASM00549,Computer Science,150,Q003548,D,RES003548,24,16.0,2025-08-24,Ms. Gupta,Absent
STU003549,Luisa Sample,Grade 12,luisa.sample666@school.edu,ASM00550,History,50,Q003549,B,RES003549,47,94.0,2024-07-20,Mr. Sharma,Absent
STU003550,David Oestreicher,Grade 9,david.oestreicher631@school.edu,ASM00551,Geography,200,Q003550,A,RES003550,160,80.0,2024-11-08,Mr. Shah,Absent
STU003551,Sean Cobb,Grade 8,sean.cobb776@school.edu,ASM00552,Economics,75,Q003551,B,RES003551,9,12.0,2024-12-20,Mrs. Reddy,Excused
STU003552,Barbara Terry,Class 6,barbara.terry189@school.edu,ASM00553,Economics,150,Q003552,B,RES003552,59,39.33,2025-03-01,Ms. Gupta,Present
STU003555,Betty Allen,Grade 11,betty.allen473@school.edu,ASM00556,Economics,200,Q003555,A,RES003555,95,47.5,2025-10-04,Mr. Kumar,Present
STU003557,James Gehring,Grade 9,james.gehring292@school.edu,ASM00558,Computer Science,200,Q003557,A,RES003557,23,11.5,2024-02-02,Ms. Patel,Present
STU003558,Summer Tran,Grade 11,summer.tran44@school.edu,ASM00559,Economics,100,Q003558,A,RES003558,69,69.0,2024-09-02,Mr. Kumar,Excused
STU003559,Gail Mullins,Grade 11,gail.mullins762@school.edu,ASM00560,Chemistry,75,Q003559,A,RES003559,39,52.0,2025-05-02,Mr. Joshi,Absent
STU003561,Hester Bumgarner,Grade 8,hester.bumgarner919@school.edu,ASM00562,Computer Science,50,Q003561,A,RES003561,45,90.0,2025-02-03,Ms. Gupta,Absent
STU003563,Nancy Looper,Grade 10,nancy.looper63@school.edu,ASM00564,Economics,100,Q003563,C,RES003563,38,38.0,2024-11-09,Mr. Joshi,Excused
STU003564,Tammy Johnston,Class 7,tammy.johnston600@school.edu,ASM00565,Physics,200,Q003564,C,RES003564,59,29.5,2024-07-12,Ms. Nair,Late
STU003565,Harry Sticht,Grade 9,harry.sticht465@school.edu,ASM00566,History,50,Q003565,B,RES003565,25,50.0,2024-01-24,Mrs. Reddy,Present
STU003566,Amy Lemieux,Class 6,abc@gmail.com,ASM00567,Economics,200,Q003566,D,RES003566,61,30.5,2024-02-29,Mr. Sharma,Absent
STU003567,Kathleen Burdick,Grade 6,kathleen.burdick649@school.edu,ASM00568,Accounts,150,Q003567,C,RES003567,98,65.33,2025-11-13,Mr. Kumar,Excused
STU003568,Mary Clyde,Class 7,mary.clyde883@school.edu,ASM00569,Accounts,75,Q003568,A,RES003568,58,77.33,2025-10-15,Mr. Kumar,Present
STU003569,Will Simons,Class 6,will.simons796@school.edu,ASM00570,Computer Science,75,Q003569,B,RES003569,63,84.0,2025-08-06,Mrs. Singh,Present
STU003570,Maria High,Grade 7,maria.high165@school.edu,ASM00571,Economics,100,Q003570,C,RES003570,57,57.0,2024-01-21,Mrs. Reddy,Present
STU003571,Jamie Bean,Grade 7,jamie.bean859@school.edu,ASM00572,History,100,Q003571,C,RES003571,6,6.0,2024-08-11,Mr. Shah,Present
STU003572,Corrinne Stewart,Grade 8,corrinne.stewart57@school.edu,ASM00573,Mathematics,50,Q003572,B,RES003572,20,40.0,2024-05-26,Mrs. Reddy,Excused
STU003573,Joanne Clyde,Class 7,joanne.clyde474@school.edu,ASM00574,Geography,75,Q003573,D,RES003573,47,62.67,2024-01-17,Ms. Nair,Excused
STU003574,Rebekah Grenier,Grade 11,rebekah.grenier123@school.edu,ASM00575,Physics,50,Q003574,D,RES003574,40,80.0,2025-07-25,Ms. Nair,Present
STU003575,Jack Mcdaniel,Grade 7,jack.mcdaniel420@school.edu,ASM00576,Computer Science,100,Q003575,B,RES003575,64,64.0,2025-06-03,Mrs. Reddy,Excused
STU003576,Judy Green,Grade 11,judy.green57@school.edu,ASM00577,Economics,200,Q003576,D,RES003576,50,25.0,2025-09-16,Mrs. Singh,Excused
STU003577,Christopher Fuson,Grade 6,christopher.fuson213@school.edu,ASM00578,Chemistry,100,Q003577,D,RES003577,75,75.0,2025-08-31,Mrs. Singh,Present
STU003578,Tonie Docken,Grade 7,tonie.docken200@school.edu,ASM00579,Economics,200,Q003578,D,RES003578,51,25.5,2024-06-14,Mr. Sharma,Excused
STU003579,Olivia Rojo,Grade 8,olivia.rojo610@school.edu,ASM00580,Economics,75,Q003579,D,RES003579,17,22.67,2024-09-25,Mr. Shah,Present
STU003580,Andrew Sample,Grade 9,andrew.sample45@school.edu,ASM00581,Physics,200,Q003580,C,RES003580,136,68.0,2025-03-14,Ms. Patel,Present
STU003581,Kristin Little,Class 6,abc@gmail.com,ASM00582,Physics,150,Q003581,D,RES003581,135,90.0,2024-09-23,Mr. Kumar,Excused
STU003582,Sharon Green,Class 6,sharon.green64@school.edu,ASM00583,English,75,Q003582,D,RES003582,54,72.0,2024-11-02,Mr. Shah,Absent
STU003583,Amanda Worden,Grade 7,amanda.worden914@school.edu,ASM00584,History,150,Q003583,A,RES003583,34,22.67,2024-05-04,Mrs. Singh,Absent
STU003585,Susan Burdick,Class 8,susan.burdick423@school.edu,ASM00586,English,200,Q003585,D,RES003585,36,18.0,2025-05-21,Mr. Verma,Excused
STU003586,Dave Bumgarner,Grade 10,dave.bumgarner976@school.edu,ASM00587,Accounts,200,Q003586,D,RES003586,64,32.0,2025-05-02,Mr. Shah,Late
STU003587,William White,Class 8,abc@gmail.com,ASM00588,Accounts,100,Q003587,B,RES003587,39,39.0,2024-07-08,Mr. Sharma,Absent
STU003589,Diana Nevarez,Class 6,diana.nevarez650@school.edu,ASM00590,Computer Science,150,Q003589,B,RES003589,81,54.0,2024-07-21,Mr. Sharma,Excused
STU003590,Mary Brown,Grade 10,mary.brown598@school.edu,ASM00591,Economics,100,Q003590,A,RES003590,53,53.0,2024-10-29,Mr. Joshi,Late
STU003592,Mary Bemis,Grade 6,mary.bemis255@school.edu,ASM00593,History,150,Q003592,C,RES003592,73,48.67,2025-09-18,Mr. Verma,Present
STU003594,Jovita Baker,Class 7,jovita.baker949@school.edu,ASM00595,Biology,200,Q003594,A,RES003594,31,15.5,2024-06-06,Mr. Sharma,Excused
STU003595,Heather Tran,Grade 8,heather.tran147@school.edu,ASM00596,Economics,75,Q003595,A,RES003595,21,28.0,2024-08-17,Mr. Verma,Late
STU003596,Daniel Madril,Grade 8,daniel.madril493@school.edu,ASM00597,Chemistry,100,Q003596,B,RES003596,61,61.0,2024-06-01,Mr. Joshi,Absent
STU003597,Tim Johnson,Grade 8,tim.johnson185@school.edu,ASM00598,Computer Science,150,Q003597,B,RES003597,25,16.67,2025-05-25,Mrs. Singh,Late
STU003598,Cliff George,Grade 7,cliff.george749@school.edu,ASM00599,Accounts,100,Q003598,A,RES003598,93,93.0,2025-11-06,Ms. Gupta,Excused
STU003599,John Bemis,Grade 6,john.bemis234@school.edu,ASM00600,Accounts,200,Q003599,A,RES003599,125,62.5,2024-09-25,Mr. Shah,Absent
STU003600,Renee Crouch,Class 8,renee.crouch352@school.edu,ASM00601,English,100,Q003600,D,RES003600,93,93.0,2024-11-09,Mrs. Singh,Excused
STU003601,Crystal Hostetler,Grade 11,crystal.hostetler208@school.edu,ASM00602,History,75,Q003601,B,RES003601,63,84.0,2025-07-08,Ms. Gupta,Present
STU003602,Jessica Laflam,Class 8,abc@gmail.com,ASM00603,Geography,100,Q003602,A,RES003602,56,56.0,2024-02-05,Mr. Shah,Present
STU003603,Carmen Nunes,Grade 8,carmen.nunes375@school.edu,ASM00604,History,50,Q003603,C,RES003603,7,14.0,2024-07-29,Ms. Patel,Present
STU003604,Judy Fentress,Grade 8,judy.fentress842@school.edu,ASM00605,Mathematics,75,Q003604,B,RES003604,4,5.33,2024-03-26,Mr. Joshi,Excused
STU003605,Margaret Lindsay,Grade 12,margaret.lindsay659@school.edu,ASM00606,Biology,150,Q003605,D,RES003605,4,2.67,2025-10-01,Mr. Shah,Excused
STU003606,Randy Bumgarner,Class 8,randy.bumgarner970@school.edu,ASM00607,Chemistry,200,Q003606,A,RES003606,200,100.0,2024-03-23,Mrs. Singh,Late
STU003607,Dana Taylor,Grade 11,abc@gmail.com,ASM00608,Biology,200,Q003607,D,RES003607,184,92.0,2025-02-01,Mrs. Singh,Absent
STU003608,Alfredo Shannon,Grade 9,alfredo.shannon331@school.edu,ASM00609,Chemistry,200,Q003608,A,RES003608,176,88.0,2025-02-05,Ms. Patel,Excused
STU003609,Gary Hammond,Grade 10,abc@gmail.com,ASM00610,Geography,200,Q003609,C,RES003609,37,18.5,2024-07-15,Mr. Sharma,Absent
STU003610,Brenda Roy,Grade 12,brenda.roy192@school.edu,ASM00611,Mathematics,200,Q003610,B,RES003610,129,64.5,2025-06-28,Mrs. Singh,Absent
STU003611,Seth Brown,Class 7,seth.brown576@school.edu,ASM00612,Accounts,50,Q003611,A,RES003611,48,96.0,2024-06-13,Mr. Kumar,Late
STU003612,Ella Monroe,Grade 6,ella.monroe35@school.edu,ASM00613,Accounts,75,Q003612,B,RES003612,71,94.67,2025-09-30,Ms. Patel,Present
STU003614,Phillip Jinkens,Grade 7,phillip.jinkens844@school.edu,ASM00615,Mathematics,200,Q003614,C,RES003614,79,39.5,2024-12-08,Mrs. Singh,Absent
STU003615,Ivan Sample,Grade 8,ivan.sample494@school.edu,ASM00616,History,150,Q003615,B,RES003615,96,64.0,2024-06-05,Mr. Verma,Late
STU003616,Jose Brown,Grade 10,jose.brown86@school.edu,ASM00617,Accounts,150,Q003616,D,RES003616,2,1.33,2024-03-16,Mrs. Singh,Excused
STU003617,Casey Hoefle,Class 7,casey.hoefle493@school.edu,ASM00618,English,150,Q003617,A,RES003617,53,35.33,2025-09-06,Mr. Sharma,Absent
STU003618,Christopher Martin,Grade 8,christopher.martin533@school.edu,ASM00619,Biology,100,Q003618,C,RES003618,67,67.0,2025-03-15,Mr. Kumar,Absent
STU003620,Roy Serrata,Grade 9,roy.serrata498@school.edu,ASM00621,English,50,Q003620,B,RES003620,1,2.0,2025-07-08,Mr. Verma,Absent
STU003621,Paula Perkins,Grade 12,paula.perkins976@school.edu,ASM00622,Economics,100,Q003621,A,RES003621,95,95.0,2025-07-26,Mr. Joshi,Excused
STU003622,Micah Ayers,Grade 12,micah.ayers817@school.edu,ASM00623,Economics,200,Q003622,D,RES003622,116,58.0,2025-01-22,Mr. Sharma,Excused
STU003623,Stanley March,Grade 10,stanley.march964@school.edu,ASM00624,Geography,200,Q003623,C,RES003623,46,23.0,2024-12-06,Mr. Shah,Excused
STU003624,Jonathan Alexander,Grade 12,jonathan.alexander503@school.edu,ASM00625,Economics,100,Q003624,B,RES003624,20,20.0,2025-11-21,Mr. Sharma,Absent
STU003625,Sean Hopkins,Grade 8,abc@gmail.com,ASM00626,Physics,50,Q003625,D,RES003625,21,42.0,2025-05-01,Mr. Sharma,Absent
STU003626,Larry Azar,Class 6,larry.azar50@school.edu,ASM00627,Accounts,50,Q003626,A,RES003626,40,80.0,2024-04-04,Mr. Sharma,Absent
STU003627,Stacy Martin,Grade 12,stacy.martin347@school.edu,ASM00628,Chemistry,50,Q003627,B,RES003627,35,70.0,2024-05-06,Mr. Joshi,Late
STU003628,Paula Cardona,Grade 8,paula.cardona991@school.edu,ASM00629,Accounts,150,Q003628,A,RES003628,82,54.67,2024-03-05,Mrs. Reddy,Excused
STU003630,Richard Spivey,Grade 11,richard.spivey612@school.edu,ASM00631,Computer Science,75,Q003630,B,RES003630,26,34.67,2025-06-11,Mrs. Singh,Late
STU003631,Tomeka Lemons,Grade 12,tomeka.lemons212@school.edu,ASM00632,Mathematics,50,Q003631,B,RES003631,40,80.0,2025-05-25,Mrs. Singh,Absent
STU003632,Alex Torres,Class 6,alex.torres446@school.edu,ASM00633,Accounts,100,Q003632,A,RES003632,49,49.0,2025-10-21,Ms. Nair,Late
STU003633,Walter Robinson,Class 8,walter.robinson275@school.edu,ASM00634,Physics,50,Q003633,D,RES003633,23,46.0,2025-09-24,Ms. Gupta,Excused
STU003634,Dayna Wilson,Grade 10,abc@gmail.com,ASM00635,History,200,Q003634,D,RES003634,162,81.0,2025-09-19,Ms. Patel,Absent
STU003635,Megan Brown,Grade 7,megan.brown580@school.edu,ASM00636,Biology,75,Q003635,B,RES003635,48,64.0,2024-07-24,Mr. Joshi,Late
STU003636,Wendell Robinson,Grade 12,wendell.robinson523@school.edu,ASM00637,English,150,Q003636,D,RES003636,24,16.0,2024-12-02,Mr. Verma,Late
STU003637,Beatrice Menchaca,Grade 10,beatrice.menchaca708@school.edu,ASM00638,Accounts,150,Q003637,A,RES003637,7,4.67,2025-03-09,Mr. Kumar,Late
STU003639,Andrew Lonergan,Class 8,andrew.lonergan863@school.edu,ASM00640,Computer Science,150,Q003639,C,RES003639,77,51.33,2025-10-22,Mr. Kumar,Present
STU003640,Manuel Stewart,Grade 11,manuel.stewart423@school.edu,ASM00641,Physics,100,Q003640,A,RES003640,8,8.0,2025-03-08,Mr. Verma,Excused
STU003641,Gloria Frost,Grade 10,gloria.frost300@school.edu,ASM00642,Geography,200,Q003641,A,RES003641,88,44.0,2024-05-05,Mrs. Singh,Present
STU003642,Mae Vanaria,Grade 8,mae.vanaria839@school.edu,ASM00643,Computer Science,200,Q003642,A,RES003642,23,11.5,2025-04-02,Ms. Gupta,Absent
STU003643,Melody Brown,Grade 12,melody.brown598@school.edu,ASM00644,Chemistry,75,Q003643,C,RES003643,11,14.67,2024-08-14,Mr. Kumar,Present
STU003645,Eloisa Barnes,Grade 10,eloisa.barnes646@school.edu,ASM00646,Accounts,50,Q003645,D,RES003645,50,100.0,2025-12-28,Mr. Verma,Late
STU003646,Nancy Brown,Grade 7,nancy.brown356@school.edu,ASM00647,Chemistry,200,Q003646,C,RES003646,117,58.5,2025-12-13,Ms. Patel,Present
STU003647,Yvonne Pirrone,Grade 8,yvonne.pirrone854@school.edu,ASM00648,Computer Science,50,Q003647,A,RES003647,0,0.0,2025-08-21,Mr. Shah,Present
STU003648,Eric Ayers,Grade 7,eric.ayers279@school.edu,ASM00649,Physics,75,Q003648,D,RES003648,65,86.67,2024-01-21,Ms. Patel,Excused
STU003649,Mary Vargas,Grade 6,mary.vargas662@school.edu,ASM00650,Computer Science,75,Q003649,A,RES003649,9,12.0,2025-05-30,Mr. Joshi,Excused
STU003650,Mary Foster,Grade 6,mary.foster999@school.edu,ASM00651,Chemistry,150,Q003650,B,RES003650,21,14.0,2025-02-25,Ms. Nair,Excused
STU003651,Tom Minert,Grade 12,tom.minert96@school.edu,ASM00652,Physics,200,Q003651,C,RES003651,104,52.0,2025-08-27,Mrs. Singh,Present
STU003652,Sandra Thompson,Class 8,sandra.thompson968@school.edu,ASM00653,Chemistry,200,Q003652,D,RES003652,68,34.0,2025-02-26,Ms. Patel,Present
STU003653,Robert Herrera,Grade 6,robert.herrera51@school.edu,ASM00654,Accounts,50,Q003653,D,RES003653,30,60.0,2024-08-24,Ms. Patel,Late
STU003654,Cynthia Vanaria,Grade 9,cynthia.vanaria581@school.edu,ASM00655,English,75,Q003654,D,RES003654,69,92.0,2025-03-04,Mrs. Singh,Excused
STU003655,Michael White,Grade 6,abc@gmail.com,ASM00656,Geography,100,Q003655,B,RES003655,78,78.0,2025-12-11,Ms. Nair,Late
STU003656,Donald Bontrager,Class 7,donald.bontrager640@school.edu,ASM00657,Chemistry,200,Q003656,A,RES003656,110,55.0,2024-04-06,Mr. Sharma,Present
STU003657,Jason Frost,Grade 6,jason.frost95@school.edu,ASM00658,English,200,Q003657,C,RES003657,58,29.0,2025-06-07,Ms. Gupta,Absent
STU003658,Alfredo Sangi,Grade 12,alfredo.sangi635@school.edu,ASM00659,Chemistry,50,Q003658,D,RES003658,0,0.0,2024-07-14,Mr. Sharma,Excused
STU003659,Ralph Weideman,Class 6,ralph.weideman552@school.edu,ASM00660,Computer Science,75,Q003659,A,RES003659,54,72.0,2025-06-23,Ms. Gupta,Late
STU003660,Matthew Clyde,Grade 6,matthew.clyde69@school.edu,ASM00661,Chemistry,150,Q003660,B,RES003660,143,95.33,2025-09-15,Ms. Nair,Late
STU003661,Matthew Haywood,Grade 7,matthew.haywood135@school.edu,ASM00662,Geography,75,Q003661,D,RES003661,63,84.0,2025-08-04,Ms. Gupta,Present
STU003663,Ricky Hostetler,Grade 8,ricky.hostetler927@school.edu,ASM00664,Chemistry,75,Q003663,A,RES003663,56,74.67,2024-04-17,Mr. Verma,Absent
STU003664,Reuben Evans,Class 8,reuben.evans58@school.edu,ASM00665,English,50,Q003664,A,RES003664,28,56.0,2025-05-09,Ms. Patel,Absent
STU003665,Kermit Thrill,Grade 6,kermit.thrill908@school.edu,ASM00666,Chemistry,200,Q003665,B,RES003665,16,8.0,2024-03-16,Mr. Joshi,Excused
STU003666,Christopher Johnson,Class 6,christopher.johnson937@school.edu,ASM00667,Accounts,50,Q003666,D,RES003666,44,88.0,2025-04-17,Mr. Kumar,Present
STU003667,Eloisa Hwang,Class 7,eloisa.hwang57@school.edu,ASM00668,English,100,Q003667,B,RES003667,22,22.0,2025-06-29,Ms. Gupta,Late
STU003668,Richard Walker,Grade 9,richard.walker90@school.edu,ASM00669,History,200,Q003668,D,RES003668,46,23.0,2024-11-17,Mr. Verma,Late
STU003669,Carmen Allen,Grade 12,carmen.allen114@school.edu,ASM00670,Physics,150,Q003669,B,RES003669,128,85.33,2024-07-09,Mr. Shah,Present
STU003670,Cristal Landingham,Grade 6,cristal.landingham453@school.edu,ASM00671,Computer Science,100,Q003670,A,RES003670,99,99.0,2025-06-25,Ms. Nair,Excused
STU003671,Dayna Petrey,Grade 8,dayna.petrey84@school.edu,ASM00672,Computer Science,50,Q003671,C,RES003671,4,8.0,2025-01-02,Mr. Joshi,Excused
STU003672,Hattie Worden,Grade 12,hattie.worden312@school.edu,ASM00673,Biology,75,Q003672,A,RES003672,24,32.0,2025-01-31,Mrs. Reddy,Present
STU003673,Billy Kuehl,Grade 12,billy.kuehl772@school.edu,ASM00674,Computer Science,200,Q003673,D,RES003673,112,56.0,2025-08-26,Mr. Verma,Excused
STU003675,Tessa Smith,Grade 6,tessa.smith636@school.edu,ASM00676,Accounts,75,Q003675,D,RES003675,58,77.33,2024-08-12,Mr. Shah,Absent
STU003676,Bill Carpenter,Grade 7,bill.carpenter533@school.edu,ASM00677,Computer Science,50,Q003676,A,RES003676,20,40.0,2024-11-03,Mr. Shah,Present
STU003677,Jose Newton,Grade 10,jose.newton109@school.edu,ASM00678,Accounts,150,Q003677,B,RES003677,25,16.67,2025-12-18,Mrs. Singh,Present
STU003678,Jessica Cook,Class 6,jessica.cook79@school.edu,ASM00679,Accounts,150,Q003678,A,RES003678,128,85.33,2025-03-06,Mr. Joshi,Present
STU003679,Joseph Thrill,Class 7,joseph.thrill742@school.edu,ASM00680,Chemistry,150,Q003679,B,RES003679,80,53.33,2025-01-21,Mr. Kumar,Excused
STU003680,David Campbell,Class 6,david.campbell677@school.edu,ASM00681,Computer Science,50,Q003680,B,RES003680,5,10.0,2024-09-25,Mrs. Singh,Absent
STU003681,Helga Azar,Grade 8,helga.azar760@school.edu,ASM00682,Computer Science,150,Q003681,C,RES003681,66,44.0,2025-05-07,Ms. Patel,Present
STU003682,Billy Johnson,Grade 8,abc@gmail.com,ASM00683,Accounts,75,Q003682,C,RES003682,38,50.67,2024-12-07,Mr. Verma,Present
STU003683,Aileen Mayhugh,Grade 12,aileen.mayhugh74@school.edu,ASM00684,History,50,Q003683,B,RES003683,13,26.0,2025-10-18,Mr. Sharma,Excused
STU003684,Doris Monroe,Grade 12,doris.monroe158@school.edu,ASM00685,Mathematics,150,Q003684,B,RES003684,143,95.33,2024-10-07,Mrs. Reddy,Present
STU003685,Susan Bryant,Class 7,susan.bryant735@school.edu,ASM00686,Computer Science,75,Q003685,A,RES003685,27,36.0,2024-01-19,Mr. Joshi,Late
STU003686,Frances Brooks,Class 6,frances.brooks538@school.edu,ASM00687,Accounts,75,Q003686,D,RES003686,36,48.0,2024-01-24,Ms. Gupta,Present
STU003687,Aaron Elliott,Grade 10,aaron.elliott996@school.edu,ASM00688,English,75,Q003687,A,RES003687,73,97.33,2024-07-06,Mr. Sharma,Late
STU003688,Harold Roy,Grade 7,harold.roy298@school.edu,ASM00689,Accounts,150,Q003688,B,RES003688,12,8.0,2024-02-21,Mr. Joshi,Excused
STU003689,Judith Carter,Grade 8,judith.carter431@school.edu,ASM00690,English,100,Q003689,A,RES003689,91,91.0,2024-04-09,Ms. Gupta,Present
STU003690,Matthew Martucci,Grade 12,abc@gmail.com,ASM00691,Accounts,50,Q003690,D,RES003690,44,88.0,2024-03-19,Mr. Kumar,Late
STU003693,Sara Bryant,Grade 11,sara.bryant344@school.edu,ASM00694,Biology,100,Q003693,D,RES003693,15,15.0,2024-06-17,Mr. Joshi,Present
STU003694,Heather Marier,Class 7,heather.marier726@school.edu,ASM00695,Economics,100,Q003694,A,RES003694,8,8.0,2024-03-12,Mr. Joshi,Present
STU003695,Luigi Horne,Grade 8,luigi.horne814@school.edu,ASM00696,Computer Science,50,Q003695,A,RES003695,41,82.0,2024-10-06,Mr. Joshi,Late
STU003696,Jesse Hellyer,Grade 6,abc@gmail.com,ASM00697,English,75,Q003696,A,RES003696,48,64.0,2024-01-29,Mrs. Singh,Late
STU003698,Will Kocon,Class 8,will.kocon986@school.edu,ASM00699,Computer Science,75,Q003698,A,RES003698,52,69.33,2024-12-20,Mrs. Singh,Excused
STU003699,Margaret Pacheco,Grade 7,abc@gmail.com,ASM00700,Physics,50,Q003699,B,RES003699,45,90.0,2025-09-01,Ms. Patel,Excused
STU003700,James Montgomery,Class 8,james.montgomery265@school.edu,ASM00701,Chemistry,75,Q003700,D,RES003700,1,1.33,2025-09-26,Ms. Gupta,Present
STU003701,Anne Wood,Grade 12,anne.wood806@school.edu,ASM00702,Chemistry,200,Q003701,C,RES003701,175,87.5,2024-10-17,Ms. Gupta,Present
STU003702,Ruth Fleischman,Grade 7,ruth.fleischman594@school.edu,ASM00703,Accounts,200,Q003702,A,RES003702,80,40.0,2025-09-02,Mr. Joshi,Excused
STU003704,Herbert Sherman,Class 7,herbert.sherman640@school.edu,ASM00705,Economics,50,Q003704,A,RES003704,27,54.0,2024-10-27,Ms. Nair,Present
STU003705,Andrew Torres,Grade 11,abc@gmail.com,ASM00706,History,100,Q003705,B,RES003705,80,80.0,2025-04-03,Ms. Patel,Absent
STU003706,Reuben Tucker,Class 6,reuben.tucker642@school.edu,ASM00707,Mathematics,200,Q003706,C,RES003706,58,29.0,2025-10-30,Mr. Sharma,Absent
STU003707,Willie Maccormack,Class 8,willie.maccormack214@school.edu,ASM00708,Chemistry,75,Q003707,A,RES003707,48,64.0,2025-08-19,Ms. Patel,Late
STU003708,Michael Rush,Grade 9,michael.rush973@school.edu,ASM00709,Biology,100,Q003708,D,RES003708,37,37.0,2024-03-03,Mr. Shah,Present
STU003709,Robert Blunt,Class 8,robert.blunt781@school.edu,ASM00710,Biology,50,Q003709,B,RES003709,37,74.0,2025-10-11,Ms. Gupta,Present
STU003711,Carolyn Lemley,Grade 9,carolyn.lemley373@school.edu,ASM00712,Physics,75,Q003711,D,RES003711,72,96.0,2025-07-05,Mr. Sharma,Late
STU003712,William Anderson,Grade 10,william.anderson777@school.edu,ASM00713,History,150,Q003712,C,RES003712,125,83.33,2024-02-06,Ms. Gupta,Absent
STU003715,Donald Hoefle,Grade 9,donald.hoefle499@school.edu,ASM00716,Chemistry,100,Q003715,B,RES003715,24,24.0,2025-06-17,Mr. Sharma,Excused
STU003716,Jessica Branscum,Grade 9,jessica.branscum571@school.edu,ASM00717,Geography,50,Q003716,C,RES003716,4,8.0,2025-04-26,Mrs. Reddy,Late
STU003717,Matthew Campbell,Grade 6,matthew.campbell43@school.edu,ASM00718,History,75,Q003717,B,RES003717,11,14.67,2025-11-17,Mrs. Reddy,Late
STU003718,Ivan Morris,Grade 11,ivan.morris703@school.edu,ASM00719,Mathematics,200,Q003718,D,RES003718,147,73.5,2024-08-01,Ms. Gupta,Late
STU003719,Beau Unga,Grade 8,beau.unga304@school.edu,ASM00720,Geography,50,Q003719,B,RES003719,24,48.0,2024-10-21,Mr. Joshi,Present
STU003720,Joey Mckay,Grade 11,joey.mckay235@school.edu,ASM00721,History,200,Q003720,A,RES003720,128,64.0,2024-12-12,Mr. Verma,Absent
STU003721,Daniel Cruz,Grade 11,daniel.cruz805@school.edu,ASM00722,Biology,50,Q003721,A,RES003721,48,96.0,2024-03-12,Mr. Joshi,Absent
STU003722,Sheila Oconnor,Grade 7,sheila.oconnor143@school.edu,ASM00723,Accounts,75,Q003722,B,RES003722,12,16.0,2025-10-16,Mr. Kumar,Present
STU003723,Gordon Cockerham,Grade 10,gordon.cockerham925@school.edu,ASM00724,Accounts,50,Q003723,C,RES003723,0,0.0,2024-12-30,Mr. Sharma,Late
STU003724,Randy Bryan,Grade 7,randy.bryan339@school.edu,ASM00725,History,200,Q003724,B,RES003724,63,31.5,2025-01-22,Ms. Gupta,Absent
STU003725,Micaela Edwards,Class 8,micaela.edwards949@school.edu,ASM00726,Chemistry,100,Q003725,C,RES003725,38,38.0,2025-06-19,Ms. Patel,Excused
STU003726,Andrew Robinson,Class 6,andrew.robinson699@school.edu,ASM00727,Computer Science,150,Q003726,B,RES003726,32,21.33,2025-01-08,Mr. Kumar,Excused
STU003727,Cathleen Morales,Grade 6,cathleen.morales72@school.edu,ASM00728,Mathematics,50,Q003727,B,RES003727,30,60.0,2025-01-09,Ms. Gupta,Absent
STU003728,Bonnie Dambrosio,Class 7,abc@gmail.com,ASM00729,Computer Science,75,Q003728,D,RES003728,34,45.33,2024-02-24,Mrs. Singh,Excused
STU003730,Eloisa Cady,Grade 10,eloisa.cady656@school.edu,ASM00731,Accounts,50,Q003730,D,RES003730,34,68.0,2024-08-13,Mr. Joshi,Excused
STU003731,Brian Pimentel,Class 6,brian.pimentel875@school.edu,ASM00732,Computer Science,100,Q003731,B,RES003731,72,72.0,2025-08-02,Mr. Shah,Present
STU003732,Ethel Boyle,Grade 6,ethel.boyle198@school.edu,ASM00733,Computer Science,100,Q003732,C,RES003732,37,37.0,2025-06-23,Ms. Patel,Absent
STU003733,Keith Kaufman,Grade 6,keith.kaufman938@school.edu,ASM00734,Mathematics,50,Q003733,B,RES003733,34,68.0,2025-08-12,Mr. Shah,Excused
STU003734,Carrie High,Grade 11,carrie.high905@school.edu,ASM00735,Economics,150,Q003734,B,RES003734,53,35.33,2024-02-10,Mr. Joshi,Excused
STU003735,Martha Landingham,Grade 9,abc@gmail.com,ASM00736,Biology,75,Q003735,D,RES003735,70,93.33,2025-12-03,Ms. Nair,Present
STU003736,Anita Green,Class 7,anita.green823@school.edu,ASM00737,Mathematics,200,Q003736,B,RES003736,164,82.0,2025-12-06,Mrs. Singh,Present
STU003737,Willard Taylor,Grade 12,willard.taylor820@school.edu,ASM00738,Biology,100,Q003737,D,RES003737,49,49.0,2024-03-19,Ms. Nair,Absent
STU003738,William Westlake,Class 7,william.westlake889@school.edu,ASM00739,Accounts,75,Q003738,A,RES003738,8,10.67,2025-02-23,Ms. Gupta,Present
STU003739,Omar Thomas,Class 7,omar.thomas925@school.edu,ASM00740,Biology,150,Q003739,A,RES003739,127,84.67,2024-07-02,Mrs. Reddy,Excused
STU003741,Dorothy Jagow,Class 7,dorothy.jagow887@school.edu,ASM00742,Biology,75,Q003741,B,RES003741,53,70.67,2024-09-04,Mrs. Reddy,Excused
